order_id,order_date,updated_at,customer_id,product_id,product_name,category,city,quantity,unit_price,discount,payment_method,status
ORD0100041,2026-03-16 23:17:00,2026-03-17 00:22:00,CUST03719,P009,Bluetooth Speaker,Audio,Hyderabad,4,4734.14,0.1,UPI,Completed
ORD0100042,2026-03-10 01:30:00,2026-03-10 07:08:00,CUST06217,P004,USB-C Charger,Power,Hyderabad,2,1054.99,0.15,Card,Completed
ORD0100043,2026-01-27 13:02:00,2026-01-27 14:48:00,CUST05050,P009,Bluetooth Speaker,Audio,Kolkata,2,4061.44,0.2,Wallet,Completed
ORD0100044,2025-12-24 03:36:00,2025-12-24 08:32:00,CUST01532,P003,Noise Cancelling Headphones,Audio,Jaipur,2,6212.76,0.0,UPI,Refunded
ORD0100045,2026-04-11 11:36:00,2026-04-11 13:31:00,CUST07236,P003,Noise Cancelling Headphones,Audio,Lucknow,1,8689.89,0.1,Wallet,Cancelled
ORD0100046,2026-02-07 11:34:00,2026-02-07 12:01:00,CUST03570,P004,USB-C Charger,Power,Mumbai,5,1080.43,0.2,COD,Completed
ORD0100047,2026-04-02 04:11:00,2026-04-02 10:09:00,CUST02537,P001,Wireless Mouse,Accessories,Delhi,3,988.26,0.1,Card,Refunded
ORD0100048,2026-03-07 08:24:00,2026-03-07 11:58:00,CUST06597,P003,Noise Cancelling Headphones,Audio,Jaipur,2,6264.7,0.0,COD,Cancelled
ORD0100049,2026-03-19 09:44:00,2026-03-19 11:05:00,CUST06939,P009,Bluetooth Speaker,Audio,Ahmedabad,3,5136.84,0.0,COD,Completed
ORD0100050,2026-03-17 04:30:00,2026-03-17 04:35:00,CUST07574,P008,Portable SSD 1TB,Storage,Bengaluru,2,8097.81,0.1,COD,Completed
ORD0100051,2026-01-08 08:33:00,2026-01-08 09:23:00,CUST01021,P004,USB-C Charger,Power,Mumbai,3,1418.05,0.0,UPI,Completed
ORD0100052,2026-01-28 16:02:00,2026-01-28 17:07:00,CUST04098,P004,USB-C Charger,Power,Mumbai,1,1323.23,0.15,UPI,Completed
ORD0100053,2026-02-10 00:09:00,2026-02-10 05:42:00,CUST03099,P004,USB-C Charger,Power,Hyderabad,5,1387.88,0.2,COD,Cancelled
ORD0100054,2026-02-13 17:38:00,2026-02-13 18:45:00,CUST05645,P002,Mechanical Keyboard,Accessories,Bengaluru,4,2854.67,0.1,Card,Cancelled
ORD0100055,2025-12-21 06:09:00,2025-12-21 07:11:00,CUST08795,P002,Mechanical Keyboard,Accessories,Mumbai,2,2384.23,0.1,NetBanking,Cancelled
ORD0100056,2026-02-19 14:07:00,2026-02-19 19:09:00,CUST01958,P010,Laptop Stand,Accessories,Jaipur,3,1834.8,0.1,COD,Refunded
ORD0100057,2026-01-03 12:21:00,2026-01-03 17:38:00,CUST06251,P007,Gaming Controller,Gaming,Ahmedabad,3,3321.27,0.05,NetBanking,Cancelled
ORD0100058,2026-03-15 04:55:00,2026-03-15 06:14:00,CUST04555,P007,Gaming Controller,Gaming,Chennai,1,2791.57,0.1,Card,Refunded
ORD0100059,2026-03-07 23:10:00,2026-03-08 03:05:00,CUST04700,P003,Noise Cancelling Headphones,Audio,Delhi,4,6805.95,0.2,UPI,Completed
ORD0100060,2026-04-05 16:52:00,2026-04-05 20:06:00,CUST08534,P009,Bluetooth Speaker,Audio,Mumbai,3,4570.78,0.0,Wallet,Completed
ORD0100061,2026-03-15 08:54:00,2026-03-15 12:23:00,CUST06854,P002,Mechanical Keyboard,Accessories,Ahmedabad,4,3005.62,0.0,Card,Completed
ORD0100062,2026-01-28 23:55:00,2026-01-29 01:50:00,CUST01757,P010,Laptop Stand,Accessories,Pune,2,1751.88,0.05,COD,Completed
ORD0100063,2026-04-11 02:25:00,2026-04-11 06:56:00,CUST04482,P006,Webcam HD,Accessories,Hyderabad,5,3396.9,0.1,UPI,Completed
ORD0100064,2026-02-03 07:14:00,2026-02-03 12:31:00,CUST06939,P004,USB-C Charger,Power,Jaipur,4,1349.35,0.15,Card,Cancelled
ORD0100065,2026-01-24 02:22:00,2026-01-24 06:44:00,CUST01853,P008,Portable SSD 1TB,Storage,Bengaluru,2,6379.12,0.0,UPI,Cancelled
ORD0100066,2026-04-03 15:56:00,2026-04-03 21:21:00,CUST05046,P005,Smart Watch,Wearables,Lucknow,3,9829.58,0.2,UPI,Cancelled
ORD0100067,2026-01-29 10:55:00,2026-01-29 11:39:00,CUST04980,P003,Noise Cancelling Headphones,Audio,Lucknow,5,8299.68,0.05,NetBanking,Completed
ORD0100068,2025-12-25 03:52:00,2025-12-25 07:50:00,CUST01587,P007,Gaming Controller,Gaming,Chennai,1,2730.53,0.05,Card,Completed
ORD0100069,2026-02-10 08:19:00,2026-02-10 14:18:00,CUST08643,P008,Portable SSD 1TB,Storage,Bengaluru,1,7434.19,0.0,UPI,Cancelled
ORD0100070,2026-03-21 11:33:00,2026-03-21 14:48:00,CUST03960,P007,Gaming Controller,Gaming,Lucknow,5,2550.4,0.0,Card,Completed
ORD0100071,2026-01-07 17:40:00,2026-01-07 23:19:00,CUST03180,P005,Smart Watch,Wearables,Bengaluru,1,8591.67,0.15,UPI,Completed
ORD0100072,2026-02-09 13:16:00,2026-02-09 15:24:00,CUST01712,P004,USB-C Charger,Power,Jaipur,2,1089.18,0.05,COD,Refunded
ORD0100073,2025-12-31 14:10:00,2025-12-31 19:33:00,CUST01422,P005,Smart Watch,Wearables,Hyderabad,5,8906.56,0.05,Card,Completed
ORD0100074,2026-03-08 09:03:00,2026-03-08 14:41:00,CUST02569,P009,Bluetooth Speaker,Audio,Jaipur,4,4496.29,0.05,Card,Completed
ORD0100075,2026-02-11 02:01:00,2026-02-11 05:46:00,CUST06930,P004,USB-C Charger,Power,Pune,2,1450.79,0.0,NetBanking,Completed
ORD0100076,2026-01-24 14:57:00,2026-01-24 19:12:00,CUST03143,P010,Laptop Stand,Accessories,Ahmedabad,3,1324.9,0.0,UPI,Cancelled
ORD0100077,2026-01-12 05:29:00,2026-01-12 08:39:00,CUST04635,P002,Mechanical Keyboard,Accessories,Ahmedabad,4,2993.64,0.0,Card,Cancelled
ORD0100078,2026-02-21 17:45:00,2026-02-21 19:42:00,CUST06292,P002,Mechanical Keyboard,Accessories,Pune,2,2792.04,0.05,Card,Completed
ORD0100079,2026-03-06 09:03:00,2026-03-06 12:18:00,CUST03677,P004,USB-C Charger,Power,Delhi,4,1100.15,0.15,Wallet,Cancelled
ORD0100080,2026-04-07 20:04:00,2026-04-08 01:50:00,CUST04257,P001,Wireless Mouse,Accessories,Bengaluru,5,771.75,0.05,COD,Refunded
ORD0100081,2026-02-06 10:59:00,2026-02-06 11:09:00,CUST04900,P009,Bluetooth Speaker,Audio,Kolkata,4,3988.07,0.0,Wallet,Completed
ORD0100082,2026-01-04 06:46:00,2026-01-04 08:03:00,CUST08232,P004,USB-C Charger,Power,Ahmedabad,4,1397.7,0.0,Wallet,Completed
ORD0100083,2026-03-25 22:06:00,2026-03-26 01:08:00,CUST08439,P002,Mechanical Keyboard,Accessories,Hyderabad,2,2848.96,0.05,Card,Completed
ORD0100084,2026-03-01 13:43:00,2026-03-01 15:48:00,CUST03317,P007,Gaming Controller,Gaming,Jaipur,5,2914.32,0.2,UPI,Completed
ORD0100085,2026-03-10 00:45:00,2026-03-10 04:31:00,CUST03001,P010,Laptop Stand,Accessories,Ahmedabad,3,1306.73,0.0,NetBanking,Completed
ORD0100086,2025-12-27 16:00:00,2025-12-27 18:12:00,CUST04233,P010,Laptop Stand,Accessories,Mumbai,3,1375.33,0.0,Card,Completed
ORD0100087,2026-01-22 11:36:00,2026-01-22 15:34:00,CUST02604,P002,Mechanical Keyboard,Accessories,Pune,5,2753.77,0.05,COD,Completed
ORD0100088,2026-03-18 03:23:00,2026-03-18 04:05:00,CUST05547,P008,Portable SSD 1TB,Storage,Chennai,2,6645.23,0.2,UPI,Completed
ORD0100089,2026-03-25 20:54:00,2026-03-25 22:56:00,CUST05271,P004,USB-C Charger,Power,Delhi,1,1276.44,0.1,UPI,Completed
ORD0100090,2026-02-06 05:25:00,2026-02-06 09:35:00,CUST04725,P009,Bluetooth Speaker,Audio,Bengaluru,1,4708.14,0.15,Card,Refunded
ORD0100091,2026-03-22 13:43:00,2026-03-22 16:35:00,CUST04706,P007,Gaming Controller,Gaming,Ahmedabad,3,3374.18,0.2,COD,Completed
ORD0100092,2026-03-27 00:04:00,2026-03-27 04:22:00,CUST07872,P008,Portable SSD 1TB,Storage,Jaipur,3,6750.17,0.0,UPI,Cancelled
ORD0100093,2026-01-31 11:56:00,2026-01-31 15:46:00,CUST02198,P009,Bluetooth Speaker,Audio,Mumbai,1,4444.66,0.0,NetBanking,Refunded
ORD0100094,2026-04-02 18:29:00,2026-04-02 20:30:00,CUST07132,P009,Bluetooth Speaker,Audio,Chennai,4,4451.01,0.0,Card,Completed
ORD0100095,2026-01-19 14:23:00,2026-01-19 17:00:00,CUST05645,P002,Mechanical Keyboard,Accessories,Hyderabad,1,2959.1,0.15,UPI,Completed
ORD0100096,2026-01-13 17:55:00,2026-01-13 23:42:00,CUST07343,P008,Portable SSD 1TB,Storage,Jaipur,4,7780.11,0.0,UPI,Completed
ORD0100097,2026-03-07 21:35:00,2026-03-08 03:21:00,CUST05595,P002,Mechanical Keyboard,Accessories,Jaipur,3,2530.78,0.0,Card,Cancelled
ORD0100098,2026-03-02 09:52:00,2026-03-02 10:09:00,CUST07168,P010,Laptop Stand,Accessories,Lucknow,5,1348.18,0.0,Wallet,Completed
ORD0100099,2026-01-01 18:29:00,2026-01-01 22:44:00,CUST05843,P007,Gaming Controller,Gaming,Lucknow,2,3382.23,0.0,UPI,Completed
ORD0100100,2026-03-25 22:16:00,2026-03-26 01:15:00,CUST06695,P002,Mechanical Keyboard,Accessories,Ahmedabad,4,2743.69,0.2,NetBanking,Cancelled
ORD0100101,2026-01-08 23:44:00,2026-01-08 23:49:00,CUST04308,P003,Noise Cancelling Headphones,Audio,Bengaluru,5,7956.32,0.0,Wallet,Completed
ORD0100102,2026-03-22 14:06:00,2026-03-22 17:56:00,CUST08151,P009,Bluetooth Speaker,Audio,Bengaluru,5,4782.69,0.0,Wallet,Refunded
ORD0100103,2025-12-16 21:12:00,2025-12-16 21:25:00,CUST03320,P007,Gaming Controller,Gaming,Jaipur,3,3599.14,0.2,NetBanking,Completed
ORD0100104,2026-03-21 14:54:00,2026-03-21 16:52:00,CUST06737,P003,Noise Cancelling Headphones,Audio,Kolkata,3,8405.37,0.2,UPI,Completed
ORD0100105,2026-03-20 10:20:00,2026-03-20 14:30:00,CUST03626,P009,Bluetooth Speaker,Audio,Ahmedabad,4,4183.24,0.15,UPI,Refunded
ORD0100106,2026-03-19 15:26:00,2026-03-19 20:19:00,CUST07330,P008,Portable SSD 1TB,Storage,Bengaluru,3,6921.31,0.05,NetBanking,Completed
ORD0100107,2026-03-05 18:46:00,2026-03-05 21:17:00,CUST07674,P001,Wireless Mouse,Accessories,Lucknow,4,975.25,0.0,NetBanking,Cancelled
ORD0100108,2026-02-10 14:06:00,2026-02-10 18:58:00,CUST02478,P003,Noise Cancelling Headphones,Audio,Mumbai,3,7945.38,0.2,Wallet,Completed
ORD0100109,2026-03-10 14:52:00,2026-03-10 19:55:00,CUST06000,P009,Bluetooth Speaker,Audio,Jaipur,5,5323.84,0.1,NetBanking,Cancelled
ORD0100110,2026-01-18 06:06:00,2026-01-18 08:49:00,CUST05224,P004,USB-C Charger,Power,Pune,5,1257.49,0.0,NetBanking,Completed
ORD0100111,2026-03-19 16:29:00,2026-03-19 17:35:00,CUST04184,P001,Wireless Mouse,Accessories,Delhi,2,986.68,0.0,NetBanking,Completed
ORD0100112,2026-02-20 16:15:00,2026-02-20 20:14:00,CUST03232,P007,Gaming Controller,Gaming,Jaipur,1,2696.36,0.2,Card,Completed
ORD0100113,2026-02-09 01:40:00,2026-02-09 01:49:00,CUST05906,P009,Bluetooth Speaker,Audio,Lucknow,4,4669.34,0.15,Card,Cancelled
ORD0100114,2026-02-14 16:08:00,2026-02-14 21:30:00,CUST07588,P006,Webcam HD,Accessories,Lucknow,1,3669.38,0.0,Wallet,Completed
ORD0100115,2026-02-22 05:58:00,2026-02-22 08:20:00,CUST03796,P010,Laptop Stand,Accessories,Delhi,1,1275.74,0.2,COD,Completed
ORD0100116,2025-12-20 11:18:00,2025-12-20 15:52:00,CUST03673,P002,Mechanical Keyboard,Accessories,Hyderabad,5,2316.97,0.05,Wallet,Completed
ORD0100117,2026-01-01 18:36:00,2026-01-01 23:02:00,CUST07901,P007,Gaming Controller,Gaming,Pune,5,2733.26,0.2,Wallet,Completed
ORD0100118,2026-01-14 10:59:00,2026-01-14 13:51:00,CUST07044,P007,Gaming Controller,Gaming,Pune,1,2622.1,0.2,Wallet,Completed
ORD0100119,2025-12-29 17:50:00,2025-12-29 23:39:00,CUST06821,P010,Laptop Stand,Accessories,Pune,5,1842.66,0.1,NetBanking,Completed
ORD0100120,2026-02-06 18:05:00,2026-02-06 22:52:00,CUST05737,P006,Webcam HD,Accessories,Delhi,5,4325.28,0.0,Card,Completed
ORD0100121,2026-03-06 05:00:00,2026-03-06 10:18:00,CUST01807,P009,Bluetooth Speaker,Audio,Hyderabad,5,5187.6,0.05,UPI,Cancelled
ORD0100122,2026-03-04 12:45:00,2026-03-04 13:23:00,CUST02203,P002,Mechanical Keyboard,Accessories,Delhi,2,3112.64,0.2,Wallet,Completed
ORD0100123,2026-02-10 12:45:00,2026-02-10 15:41:00,CUST01449,P001,Wireless Mouse,Accessories,Bengaluru,2,944.63,0.0,Card,Cancelled
ORD0100124,2026-03-28 14:37:00,2026-03-28 20:19:00,CUST03514,P008,Portable SSD 1TB,Storage,Ahmedabad,4,9170.32,0.0,Wallet,Completed
ORD0100125,2026-02-21 19:52:00,2026-02-22 00:45:00,CUST01267,P001,Wireless Mouse,Accessories,Mumbai,1,742.31,0.0,Card,Cancelled
ORD0100126,2025-12-25 12:05:00,2025-12-25 14:51:00,CUST04769,P009,Bluetooth Speaker,Audio,Kolkata,5,4095.89,0.1,UPI,Completed
ORD0100127,2026-03-17 19:11:00,2026-03-17 19:40:00,CUST01220,P001,Wireless Mouse,Accessories,Jaipur,5,954.67,0.0,Wallet,Refunded
ORD0100128,2026-02-22 22:50:00,2026-02-23 00:35:00,CUST08964,P007,Gaming Controller,Gaming,Lucknow,5,3124.31,0.05,Card,Completed
ORD0100129,2026-03-02 03:59:00,2026-03-02 07:27:00,CUST04975,P005,Smart Watch,Wearables,Kolkata,3,11366.75,0.0,COD,Refunded
ORD0100130,2026-02-21 20:16:00,2026-02-22 00:08:00,CUST01103,P007,Gaming Controller,Gaming,Jaipur,5,3223.22,0.2,NetBanking,Completed
ORD0100131,2026-02-20 10:18:00,2026-02-20 15:51:00,CUST02446,P007,Gaming Controller,Gaming,Hyderabad,3,2915.79,0.05,Wallet,Cancelled
ORD0100132,2025-12-26 20:49:00,2025-12-26 21:26:00,CUST02502,P005,Smart Watch,Wearables,Lucknow,2,9638.38,0.0,UPI,Completed
ORD0100133,2026-02-21 02:30:00,2026-02-21 04:55:00,CUST06396,P005,Smart Watch,Wearables,Ahmedabad,3,11491.57,0.0,Card,Completed
ORD0100134,2026-03-21 09:20:00,2026-03-21 11:01:00,CUST07159,P006,Webcam HD,Accessories,Lucknow,2,3718.87,0.15,COD,Refunded
ORD0100135,2026-01-21 11:22:00,2026-01-21 17:07:00,CUST04862,P007,Gaming Controller,Gaming,Lucknow,1,2980.27,0.15,Wallet,Completed
ORD0100136,2026-02-26 08:10:00,2026-02-26 09:13:00,CUST06814,P008,Portable SSD 1TB,Storage,Kolkata,3,8225.02,0.2,NetBanking,Completed
ORD0100137,2025-12-19 16:45:00,2025-12-19 18:08:00,CUST01747,P005,Smart Watch,Wearables,Bengaluru,4,10178.73,0.15,COD,Cancelled
ORD0100138,2026-01-26 16:47:00,2026-01-26 18:37:00,CUST03509,P004,USB-C Charger,Power,Delhi,4,1247.0,0.0,COD,Refunded
ORD0100139,2026-02-06 09:44:00,2026-02-06 10:26:00,CUST01046,P001,Wireless Mouse,Accessories,Pune,3,895.81,0.05,Wallet,Completed
ORD0100140,2026-04-12 22:17:00,2026-04-13 02:10:00,CUST04259,P008,Portable SSD 1TB,Storage,Bengaluru,5,7747.86,0.0,Wallet,Cancelled
ORD0100141,2026-01-10 18:00:00,2026-01-10 21:11:00,CUST01293,P003,Noise Cancelling Headphones,Audio,Lucknow,5,8608.6,0.2,Card,Completed
ORD0100142,2026-01-18 04:27:00,2026-01-18 07:49:00,CUST07327,P005,Smart Watch,Wearables,Delhi,1,10439.73,0.15,Card,Completed
ORD0100143,2026-02-03 00:33:00,2026-02-03 06:00:00,CUST05266,P010,Laptop Stand,Accessories,Chennai,4,1850.86,0.15,Wallet,Completed
ORD0100144,2026-04-14 02:52:00,2026-04-14 05:30:00,CUST07025,P008,Portable SSD 1TB,Storage,Lucknow,4,8916.88,0.15,Card,Completed
ORD0100145,2026-03-28 09:48:00,2026-03-28 11:43:00,CUST05692,P004,USB-C Charger,Power,Bengaluru,5,1446.44,0.0,COD,Completed
ORD0100146,2025-12-20 03:54:00,2025-12-20 06:12:00,CUST01298,P005,Smart Watch,Wearables,Chennai,5,11551.95,0.1,Wallet,Refunded
ORD0100147,2026-01-13 01:44:00,2026-01-13 06:33:00,CUST03824,P004,USB-C Charger,Power,Mumbai,1,1309.08,0.15,COD,Cancelled
ORD0100148,2026-03-24 14:25:00,2026-03-24 17:37:00,CUST01097,P007,Gaming Controller,Gaming,Hyderabad,2,3188.14,0.1,COD,Refunded
ORD0100149,2025-12-22 23:54:00,2025-12-23 00:59:00,CUST01631,P002,Mechanical Keyboard,Accessories,Lucknow,4,2675.58,0.15,UPI,Refunded
ORD0100150,2026-03-28 16:19:00,2026-03-28 20:28:00,CUST08521,P010,Laptop Stand,Accessories,Kolkata,2,1394.94,0.1,Card,Cancelled
ORD0100151,2026-01-18 18:23:00,2026-01-18 22:52:00,CUST08477,P010,Laptop Stand,Accessories,Chennai,5,1402.7,0.0,Card,Completed
ORD0100152,2026-04-05 02:50:00,2026-04-05 04:23:00,CUST01957,P003,Noise Cancelling Headphones,Audio,Lucknow,3,6044.79,0.0,UPI,Completed
ORD0100153,2026-01-20 05:33:00,2026-01-20 08:55:00,CUST04245,P003,Noise Cancelling Headphones,Audio,Jaipur,4,8036.42,0.05,Wallet,Refunded
ORD0100154,2026-02-06 02:49:00,2026-02-06 06:14:00,CUST03311,P006,Webcam HD,Accessories,Bengaluru,5,3148.91,0.0,Wallet,Completed
ORD0100155,2026-03-05 10:19:00,2026-03-05 11:26:00,CUST04434,P007,Gaming Controller,Gaming,Kolkata,4,3247.5,0.0,COD,Completed
ORD0100156,2025-12-31 03:41:00,2025-12-31 03:49:00,CUST05879,P007,Gaming Controller,Gaming,Kolkata,3,2714.6,0.05,COD,Completed
ORD0100157,2026-02-20 20:15:00,2026-02-21 00:34:00,CUST04051,P001,Wireless Mouse,Accessories,Hyderabad,1,700.42,0.0,Wallet,Completed
ORD0100158,2026-02-14 14:26:00,2026-02-14 18:09:00,CUST07497,P008,Portable SSD 1TB,Storage,Mumbai,5,7974.72,0.05,COD,Cancelled
ORD0100159,2026-03-20 01:37:00,2026-03-20 05:55:00,CUST01475,P001,Wireless Mouse,Accessories,Jaipur,2,958.19,0.2,Card,Completed
ORD0100160,2026-04-14 12:47:00,2026-04-14 15:05:00,CUST05668,P004,USB-C Charger,Power,Mumbai,2,1189.89,0.1,Card,Completed
ORD0100161,2026-03-05 17:13:00,2026-03-05 20:20:00,CUST06683,P008,Portable SSD 1TB,Storage,Pune,4,9131.46,0.2,NetBanking,Completed
ORD0100162,2026-02-03 02:27:00,2026-02-03 08:20:00,CUST05443,P009,Bluetooth Speaker,Audio,Bengaluru,1,3671.87,0.15,UPI,Completed
ORD0100163,2026-02-02 18:23:00,2026-02-02 19:48:00,CUST06318,P007,Gaming Controller,Gaming,Ahmedabad,3,3107.85,0.1,NetBanking,Completed
ORD0100164,2026-02-04 03:43:00,2026-02-04 07:39:00,CUST05952,P002,Mechanical Keyboard,Accessories,Delhi,4,2270.86,0.0,COD,Cancelled
ORD0100165,2026-03-23 16:22:00,2026-03-23 17:13:00,CUST02315,P007,Gaming Controller,Gaming,Hyderabad,5,2927.96,0.0,Card,Completed
ORD0100166,2026-01-23 13:06:00,2026-01-23 13:34:00,CUST07314,P001,Wireless Mouse,Accessories,Jaipur,2,686.73,0.0,Card,Refunded
ORD0100167,2026-01-05 00:52:00,2026-01-05 06:36:00,CUST03148,P003,Noise Cancelling Headphones,Audio,Jaipur,4,6048.11,0.0,UPI,Refunded
ORD0100168,2026-01-25 02:45:00,2026-01-25 03:36:00,CUST02424,P002,Mechanical Keyboard,Accessories,Bengaluru,5,2836.68,0.05,NetBanking,Completed
ORD0100169,2025-12-18 17:24:00,2025-12-18 21:21:00,CUST05375,P010,Laptop Stand,Accessories,Chennai,3,1666.61,0.1,UPI,Completed
